feature,chi2,p,n_target,n_reference,significant,fdr_p,fdr_significant,favors
cautions,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
certainty,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
check,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
choosing,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
click,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
completed,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
complexities,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
complexity,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
consistency,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
constraints,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
consultancy,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
continually,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
corporations,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
correctly,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
damaging,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
defective,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
defend,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
defining,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
demonstrate,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
deployments,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
differentiate,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
differently,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
discourage,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
disrupt,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
disrupted,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
distant,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
distribution,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
domains,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
drafts,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
elements,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
entry,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
equal,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
erik,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
establishing,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
exceed,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
expecting,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
experiment,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
explored,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
extent,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
extract,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
failing,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
false,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
feet,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
figuring,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
fintech,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
flexible,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
formal,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
fuel,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
gathering,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
gender,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
glass,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
gps,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
grappling,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
gross,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
heading,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
headquartered,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
hidden,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
high-end,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
high-quality,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
highest,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
honest,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
hr,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
imminent,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
imperative,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
implemented,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
inability,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
incremental,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
institutions,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
intends,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
keeps,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
lagging,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
licensing,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
listen,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
loan,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
mac,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
maintaining,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
manually,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
marks,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
miss,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
monitors,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
moore,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
naturally,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
obligations,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
occurs,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
pain,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
photo,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
placing,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
practically,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
prepared,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
presents,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
pricing,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
prime,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
procedures,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
producing,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
projected,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
proposal,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
pulled,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
recommendation,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
reddit,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
refine,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
regions,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
relationships,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
remember,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
replaced,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
requirement,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
reviewed,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
routinely,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
rulings,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
safely,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
samples,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
satisfaction,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
solely,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
solid,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
somebody,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
spain,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
st,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
stated,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
staying,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
striking,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
summers,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
supportive,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
tasked,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
they’ll,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
threshold,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
thus,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
travel,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
understandable,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
union’s,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
unveiled,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
victim,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
virtual,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
visual,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
voting,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
vulnerability,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
wait,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
warnings,-0.072,0.78868,1,2,FALSE,0.896729642342775,FALSE,Ireland
recent,0.068,0.794351,35,24,FALSE,0.896729642342775,FALSE,USA
major,0.057,0.811689,15,10,FALSE,0.896729642342775,FALSE,USA
automated,-0.057,0.810698,11,9,FALSE,0.896729642342775,FALSE,Ireland
getting,-0.057,0.810698,11,9,FALSE,0.896729642342775,FALSE,Ireland
remain,-0.057,0.810698,11,9,FALSE,0.896729642342775,FALSE,Ireland
running,-0.057,0.810698,11,9,FALSE,0.896729642342775,FALSE,Ireland
making,0.056,0.812122,39,27,FALSE,0.896729642342775,FALSE,USA
accompanied,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
accounting,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
adjunct,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
administered,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
ads,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
adults,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
advancement,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
adversary,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
advocacy,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
ai-assisted,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
ai-enabled,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
alan,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
algorithmic,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
allocation,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
ambitious,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
analog,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
answering,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
architecture,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
arguing,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
arrest,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
arrive,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
assigning,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
assignments,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
attendees,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
authority,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
auto,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
autonomy,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
aversion,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
aviation,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
back-office,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
bard,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
barrier,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
beings,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
believing,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
belong,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
belt,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
bills,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
bing,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
bites,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
bluff,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
bodies,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
bolster,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
bombarded,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
boosting,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
borders,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
brains,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
brilliant,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
broaden,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
brussels,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
budgets,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
buffer,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
build-out,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
bureau,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
cast,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
castle,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
caught,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
challenging,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
character,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
charlie,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
chatgpt’s,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
choices,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
chosen,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
co-authoring,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
codes,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
coexist,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
coined,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
collectively,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
comfort,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
committing,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
companion,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
compares,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
compensation,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
competence,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
competes,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
complaints,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
component,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
compound,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
conferences,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
confined,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
consensus,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
consume,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
contacted,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
contacting,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
contain,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
contemporary,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
contrast,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
converted,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
convincing,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
cool,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
corner,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
corrected,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
costing,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
countless,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
courses,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
courting,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
covid,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
crack,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
cracks,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
credits,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
criminal,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
cup,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
currencies,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
daily,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
danger,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
dawn,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
demographic,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
demonstrates,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
deserve,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
designing,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
deter,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
determining,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
dethroned,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
diagnosing,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
disasters,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
dismay,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
displace,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
displaced,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
displays,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
disputes,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
distinguish,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
division,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
dog,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
doubling,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
download,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
drove,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
dubai,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
earliest,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
earnest,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
efficacy,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
eli,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
encounter,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
engines,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
enjoyed,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
entering,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
entice,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
entry-level,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
episode,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
ethicists,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
excess,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
excesses,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
exchanging,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
excluding,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
exists,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
expanded,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
explosive,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
extension,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
extensive,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
factories,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
fails,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
fake,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
fantasy,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
farms,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
fast-moving,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
fast-track,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
feels,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
fierce,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
files,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
fiscal,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
fixed,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
flagship,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
footsteps,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
forget,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
format,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
fortunes,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
frames,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
framing,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
freedom,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
frequently,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
friendly,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
fruits,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
functional,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
functionality,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
gaming,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
gauge,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
grants,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
grapple,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
grave,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
guided,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
gun,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
hallucination,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
harnessing,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
harvest,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
hasn’t,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
have-nots,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
haves,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
healthier,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
heft,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
highlight,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
hometown,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
homework,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
hopeful,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
hu,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
hugely,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
human-centric,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
ideally,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
identifies,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
illustrate,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
imagery,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
impactful,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
inclusion,-0.048,0.826775,1,1,FALSE,0.896729642342775,FALSE,Ireland
